Access ID,Customer ID ,Product Group ID,Access Date,Page Views,Time Spent,Device Used,Referrer URL,Session Duration,Conversion Rate,Bounce Rate
346,346,346,11/23/2023,30,14,Tablet,ABC.com,29 minutes,7%,40%
347,347,347,3/1/2023,800,11,Desktop,ABC.com,12 minutes,5%,70%
348,348,348,3/3/2023,80,18,Desktop,ABC.com,11 minutes,8%,40%
349,349,349,9/22/2023,800,3,Desktop,ABC.com,10 minutes,4%,30%
350,350,350,1/24/2023,60,13,Tablet,ABC.com,20 minutes,2%,60%
351,351,351,10/12/2023,900,3,Laptop,ABC.com,20 minutes,7%,50%
352,352,352,11/25/2023,100,13,Tablet,ABC.com,10 minutes,8%,30%
353,353,353,8/22/2023,900,3,Laptop,ABC.com,10 minutes,2%,50%
354,354,354,12/11/2023,40,13,Laptop,ABC.com,11 minutes,5%,50%
355,355,355,3/28/2023,70,15,Tablet,ABC.com,8 minutes,9%,70%
356,356,356,12/4/2023,900,12,Laptop,ABC.com,29 minutes,8%,70%
357,357,357,8/30/2023,500,6,Laptop,ABC.com,29 minutes,5%,90%
358,358,358,6/16/2023,200,9,Tablet,ABC.com,15 minutes,4%,20%
359,359,359,5/15/2023,800,18,Laptop,ABC.com,15 minutes,6%,30%
360,360,360,12/13/2023,30,14,Desktop,ABC.com,15 minutes,6%,90%
361,361,361,5/9/2023,90,18,Smartphone,ABC.com,11 minutes,9%,30%
362,362,362,5/25/2023,500,20,Tablet,ABC.com,20 minutes,4%,60%
363,363,363,2/11/2023,300,6,Tablet,ABC.com,10 minutes,1%,70%
364,364,364,6/18/2023,700,18,Smartphone,ABC.com,29 minutes,3%,30%
365,365,365,3/15/2023,700,11,Smartphone,ABC.com,15 minutes,5%,30%
366,366,366,1/26/2023,500,14,Tablet,ABC.com,12 minutes,7%,40%
367,367,367,3/29/2023,50,3,Tablet,ABC.com,15 minutes,2%,30%
368,368,368,5/21/2023,800,18,Tablet,ABC.com,15 minutes,3%,60%
369,369,369,12/1/2023,50,18,Laptop,ABC.com,15 minutes,6%,90%
370,370,370,7/29/2023,90,15,Smartphone,ABC.com,10 minutes,7%,40%
371,371,371,4/18/2023,800,6,Smartphone,ABC.com,29 minutes,1%,30%
372,372,372,6/9/2023,40,15,Tablet,ABC.com,10 minutes,3%,70%
373,373,373,5/20/2023,1000,15,Desktop,ABC.com,10 minutes,8%,20%
374,374,374,9/26/2023,800,10,Laptop,ABC.com,15 minutes,4%,70%
375,375,375,9/20/2023,200,10,Laptop,ABC.com,20 minutes,7%,60%
376,376,376,1/16/2023,60,13,Desktop,ABC.com,20 minutes,6%,70%
377,377,377,6/13/2023,80,14,Desktop,ABC.com,8 minutes,1%,20%
378,378,378,4/12/2023,20,15,Tablet,ABC.com,10 minutes,4%,90%
379,379,379,2/13/2023,1000,6,Tablet,ABC.com,10 minutes,1%,30%
380,380,380,3/17/2023,1000,10,Tablet,ABC.com,10 minutes,8%,50%
381,381,381,6/4/2023,90,15,Tablet,ABC.com,20 minutes,1%,50%
382,382,382,9/8/2023,200,18,Tablet,ABC.com,8 minutes,2%,90%
383,383,383,8/7/2023,400,13,Tablet,ABC.com,15 minutes,5%,40%
384,384,384,7/8/2023,10,20,Tablet,ABC.com,10 minutes,7%,30%
385,385,385,1/13/2023,100,13,Tablet,ABC.com,8 minutes,2%,90%
386,386,386,9/8/2023,40,11,Desktop,ABC.com,10 minutes,7%,60%
387,387,387,9/14/2023,300,13,Desktop,ABC.com,15 minutes,9%,90%
388,388,388,7/30/2023,100,9,Desktop,ABC.com,15 minutes,5%,90%
389,389,389,12/29/2023,90,9,Desktop,ABC.com,15 minutes,9%,20%
390,390,390,6/24/2023,10,3,Smartphone,ABC.com,10 minutes,3%,20%
391,391,391,8/4/2023,20,18,Tablet,ABC.com,8 minutes,7%,40%
392,392,392,6/19/2023,30,9,Tablet,ABC.com,8 minutes,4%,90%
393,393,393,1/27/2023,300,12,Desktop,ABC.com,20 minutes,7%,60%
394,394,394,11/16/2023,30,13,Smartphone,ABC.com,11 minutes,2%,30%
395,395,395,5/4/2023,40,16,Tablet,ABC.com,12 minutes,8%,30%
396,396,396,2/17/2023,200,13,Laptop,ABC.com,12 minutes,1%,90%
397,397,397,12/24/2023,40,12,Smartphone,ABC.com,11 minutes,7%,50%
398,398,398,12/20/2023,90,14,Smartphone,ABC.com,11 minutes,2%,50%
399,399,399,10/19/2023,500,10,Smartphone,ABC.com,10 minutes,7%,50%
400,400,400,6/7/2023,40,18,Laptop,ABC.com,15 minutes,7%,20%
401,401,401,3/21/2023,900,10,Smartphone,ABC.com,8 minutes,8%,40%
402,402,402,9/22/2023,60,6,Smartphone,ABC.com,20 minutes,7%,60%
403,403,403,9/30/2023,60,12,Desktop,ABC.com,11 minutes,9%,90%
404,404,404,10/11/2023,400,14,Desktop,ABC.com,15 minutes,6%,40%
405,405,405,11/28/2023,300,11,Tablet,ABC.com,11 minutes,2%,70%
406,406,406,12/29/2023,900,6,Desktop,ABC.com,11 minutes,1%,90%
407,407,407,9/6/2023,10,14,Laptop,ABC.com,10 minutes,3%,20%
408,408,408,5/6/2023,90,11,Desktop,ABC.com,12 minutes,1%,90%
409,409,409,10/13/2023,500,9,Desktop,ABC.com,11 minutes,3%,20%
410,410,410,12/15/2023,900,16,Desktop,ABC.com,20 minutes,9%,60%
411,411,411,9/21/2023,1000,18,Smartphone,ABC.com,8 minutes,9%,30%
412,412,412,7/8/2023,30,10,Desktop,ABC.com,20 minutes,4%,30%
413,413,413,4/25/2023,80,3,Laptop,ABC.com,12 minutes,9%,50%
414,414,414,4/27/2023,400,15,Smartphone,ABC.com,15 minutes,7%,40%
415,415,415,10/27/2023,90,16,Desktop,ABC.com,29 minutes,4%,40%
416,416,416,10/8/2023,20,3,Smartphone,ABC.com,10 minutes,9%,40%
417,417,417,9/29/2023,30,16,Smartphone,ABC.com,8 minutes,6%,50%
418,418,418,7/14/2023,50,15,Tablet,ABC.com,8 minutes,9%,50%
419,419,419,5/26/2023,1000,20,Desktop,ABC.com,29 minutes,9%,40%
420,420,420,10/24/2023,80,9,Desktop,ABC.com,15 minutes,7%,40%
421,421,421,3/18/2023,600,20,Smartphone,ABC.com,29 minutes,1%,60%
422,422,422,7/14/2023,100,3,Tablet,ABC.com,20 minutes,2%,30%
423,423,423,4/13/2023,700,6,Smartphone,ABC.com,15 minutes,1%,90%
424,424,424,6/12/2023,700,16,Smartphone,ABC.com,15 minutes,4%,20%
425,425,425,5/3/2023,90,18,Smartphone,ABC.com,15 minutes,9%,50%
426,426,426,8/24/2023,400,3,Laptop,ABC.com,8 minutes,2%,40%
427,427,427,6/3/2023,90,11,Smartphone,ABC.com,20 minutes,2%,30%
428,428,428,4/20/2023,700,6,Laptop,ABC.com,8 minutes,2%,70%
429,429,429,5/14/2023,600,16,Laptop,ABC.com,29 minutes,4%,40%
430,430,430,7/5/2023,200,20,Smartphone,ABC.com,8 minutes,3%,60%
431,431,431,2/19/2023,400,10,Laptop,ABC.com,10 minutes,8%,60%
432,432,432,4/3/2023,80,11,Laptop,ABC.com,8 minutes,3%,20%
433,433,433,3/21/2023,700,18,Laptop,ABC.com,8 minutes,8%,40%
434,434,434,5/27/2023,700,14,Tablet,ABC.com,20 minutes,5%,50%
435,435,435,1/31/2023,200,14,Tablet,ABC.com,11 minutes,2%,90%
436,436,436,1/25/2023,900,3,Tablet,ABC.com,8 minutes,5%,40%
437,437,437,7/31/2023,20,13,Smartphone,ABC.com,11 minutes,3%,20%
438,438,438,9/22/2023,1000,9,Tablet,ABC.com,11 minutes,9%,40%
439,439,439,2/9/2023,100,10,Tablet,ABC.com,29 minutes,5%,30%
440,440,440,1/13/2023,900,10,Laptop,ABC.com,11 minutes,1%,40%
441,441,441,4/16/2023,400,9,Desktop,ABC.com,10 minutes,7%,20%
442,442,442,6/22/2023,300,20,Smartphone,ABC.com,8 minutes,4%,50%
443,443,443,3/14/2023,70,13,Desktop,ABC.com,15 minutes,2%,30%
444,444,444,8/19/2023,800,6,Desktop,ABC.com,15 minutes,8%,60%
445,445,445,3/31/2023,700,9,Smartphone,ABC.com,12 minutes,2%,60%
446,446,446,1/23/2023,900,11,Tablet,ABC.com,8 minutes,1%,90%
447,447,447,1/27/2023,80,13,Laptop,ABC.com,11 minutes,6%,30%
448,448,448,5/20/2023,60,16,Laptop,ABC.com,15 minutes,4%,60%
449,449,449,12/27/2023,40,10,Tablet,ABC.com,8 minutes,9%,70%
450,450,450,6/13/2023,900,10,Smartphone,ABC.com,29 minutes,9%,50%
451,451,451,12/27/2023,10,13,Tablet,ABC.com,8 minutes,1%,20%
452,452,452,2/9/2023,900,18,Tablet,ABC.com,15 minutes,1%,40%
453,453,453,4/8/2023,900,12,Desktop,ABC.com,20 minutes,5%,30%
454,454,454,8/17/2023,40,10,Tablet,ABC.com,8 minutes,3%,20%
455,455,455,8/23/2023,80,13,Laptop,ABC.com,10 minutes,4%,30%
456,456,456,8/30/2023,700,12,Smartphone,ABC.com,8 minutes,9%,60%
457,457,457,1/1/2023,700,12,Tablet,ABC.com,29 minutes,5%,60%
458,458,458,7/2/2023,700,12,Laptop,ABC.com,15 minutes,3%,40%
459,459,459,4/9/2023,300,9,Laptop,ABC.com,29 minutes,1%,60%
460,460,460,7/19/2023,80,20,Laptop,ABC.com,20 minutes,7%,40%
461,461,461,11/11/2023,60,9,Desktop,ABC.com,8 minutes,5%,30%
462,462,462,10/2/2023,400,11,Laptop,ABC.com,10 minutes,7%,40%
463,463,463,3/18/2023,10,12,Laptop,ABC.com,11 minutes,9%,20%
464,464,464,9/29/2023,500,9,Desktop,ABC.com,11 minutes,9%,90%
465,465,465,2/4/2023,10,16,Desktop,ABC.com,10 minutes,4%,50%
466,466,466,1/30/2023,400,3,Smartphone,ABC.com,12 minutes,1%,30%
467,467,467,1/31/2023,40,3,Smartphone,ABC.com,11 minutes,2%,60%
468,468,468,10/19/2023,600,6,Smartphone,ABC.com,10 minutes,8%,90%
469,469,469,7/24/2023,200,3,Laptop,ABC.com,11 minutes,3%,90%
470,470,470,2/15/2023,70,18,Desktop,ABC.com,8 minutes,7%,30%
471,471,471,6/29/2023,1000,12,Tablet,ABC.com,15 minutes,2%,40%
472,472,472,8/26/2023,600,16,Smartphone,ABC.com,29 minutes,9%,60%
473,473,473,9/6/2023,900,14,Smartphone,ABC.com,8 minutes,1%,70%
474,474,474,1/30/2023,70,16,Desktop,ABC.com,11 minutes,8%,50%
475,475,475,8/20/2023,500,9,Smartphone,ABC.com,20 minutes,4%,40%
476,476,476,10/10/2023,700,18,Tablet,ABC.com,29 minutes,5%,70%
477,477,477,5/19/2023,100,11,Tablet,ABC.com,11 minutes,8%,30%
478,478,478,2/5/2023,800,13,Desktop,ABC.com,11 minutes,5%,40%
479,479,479,7/7/2023,600,10,Tablet,ABC.com,8 minutes,6%,90%
480,480,480,8/23/2023,100,3,Laptop,ABC.com,29 minutes,8%,40%
481,481,481,3/5/2023,300,11,Desktop,ABC.com,29 minutes,5%,90%
482,482,482,12/25/2023,700,12,Smartphone,ABC.com,8 minutes,4%,50%
483,483,483,4/22/2023,1000,12,Tablet,ABC.com,15 minutes,5%,40%
484,484,484,5/10/2023,500,6,Tablet,ABC.com,11 minutes,5%,70%
485,485,485,1/30/2023,400,3,Tablet,ABC.com,11 minutes,3%,60%
486,486,486,4/1/2023,500,18,Tablet,ABC.com,12 minutes,6%,30%
487,487,487,4/21/2023,1000,18,Desktop,ABC.com,10 minutes,4%,20%
488,488,488,5/30/2023,70,6,Smartphone,ABC.com,10 minutes,2%,50%
489,489,489,12/12/2023,80,6,Smartphone,ABC.com,12 minutes,3%,20%
490,490,490,9/27/2023,20,18,Laptop,ABC.com,8 minutes,2%,90%
491,491,491,3/3/2023,1000,18,Tablet,ABC.com,29 minutes,9%,70%
492,492,492,2/16/2023,600,3,Smartphone,ABC.com,11 minutes,7%,30%
493,493,493,11/13/2023,60,15,Desktop,ABC.com,10 minutes,1%,90%
494,494,494,5/7/2023,100,16,Tablet,ABC.com,11 minutes,3%,50%
495,495,495,9/8/2023,500,16,Smartphone,ABC.com,15 minutes,3%,50%
496,496,496,5/7/2023,80,3,Laptop,ABC.com,20 minutes,6%,70%
497,497,497,8/3/2023,500,14,Laptop,ABC.com,11 minutes,7%,20%
498,498,498,4/9/2023,50,9,Tablet,ABC.com,29 minutes,5%,60%
499,499,499,10/15/2023,70,14,Desktop,ABC.com,29 minutes,2%,60%
500,500,500,6/29/2023,70,13,Laptop,ABC.com,15 minutes,1%,40%
501,501,501,11/14/2023,800,12,Laptop,ABC.com,11 minutes,4%,60%
502,502,502,10/16/2023,30,15,Desktop,ABC.com,11 minutes,6%,90%
503,503,503,2/3/2023,800,12,Desktop,ABC.com,10 minutes,9%,90%
504,504,504,10/1/2023,40,6,Smartphone,ABC.com,11 minutes,5%,40%
505,505,505,11/3/2023,30,12,Desktop,ABC.com,15 minutes,1%,60%
506,506,506,6/6/2023,80,10,Laptop,ABC.com,10 minutes,4%,20%
507,507,507,7/9/2023,70,10,Tablet,ABC.com,15 minutes,3%,70%
508,508,508,11/8/2023,70,11,Smartphone,ABC.com,15 minutes,6%,40%
509,509,509,12/11/2023,300,11,Tablet,ABC.com,10 minutes,4%,20%
510,510,510,10/9/2023,50,3,Desktop,ABC.com,20 minutes,2%,50%
511,511,511,5/10/2023,700,14,Tablet,ABC.com,29 minutes,1%,40%
512,512,512,9/14/2023,70,20,Smartphone,ABC.com,20 minutes,6%,70%
513,513,513,6/12/2023,700,13,Tablet,ABC.com,12 minutes,4%,90%
514,514,514,6/19/2023,60,14,Desktop,ABC.com,15 minutes,1%,90%
515,515,515,3/10/2023,800,15,Desktop,ABC.com,11 minutes,6%,90%
516,516,516,8/10/2023,70,18,Smartphone,ABC.com,11 minutes,9%,20%
517,517,517,9/10/2023,300,11,Tablet,ABC.com,20 minutes,9%,20%
518,518,518,6/25/2023,80,3,Tablet,ABC.com,20 minutes,7%,70%
519,519,519,5/2/2023,700,13,Smartphone,ABC.com,8 minutes,2%,60%
520,520,520,10/22/2023,200,15,Laptop,ABC.com,15 minutes,1%,60%
521,521,521,9/23/2023,200,9,Smartphone,ABC.com,15 minutes,5%,60%
522,522,522,10/18/2023,400,12,Laptop,ABC.com,15 minutes,8%,20%
523,523,523,6/22/2023,500,10,Desktop,ABC.com,11 minutes,1%,70%
524,524,524,3/23/2023,90,10,Desktop,ABC.com,11 minutes,3%,20%
525,525,525,4/27/2023,200,20,Desktop,ABC.com,15 minutes,4%,40%
526,526,526,12/13/2023,400,6,Tablet,ABC.com,10 minutes,3%,90%
527,527,527,1/20/2023,600,3,Desktop,ABC.com,10 minutes,8%,30%
528,528,528,6/7/2023,30,9,Smartphone,ABC.com,10 minutes,2%,30%
529,529,529,1/11/2023,900,12,Laptop,ABC.com,11 minutes,4%,50%
530,530,530,10/30/2023,40,6,Smartphone,ABC.com,12 minutes,9%,50%
531,531,531,5/14/2023,1000,13,Smartphone,ABC.com,15 minutes,2%,30%
532,532,532,9/11/2023,70,10,Desktop,ABC.com,11 minutes,6%,40%
533,533,533,1/5/2023,90,12,Smartphone,ABC.com,10 minutes,4%,40%
534,534,534,6/5/2023,800,6,Desktop,ABC.com,29 minutes,2%,20%
535,535,535,10/30/2023,50,14,Tablet,ABC.com,15 minutes,8%,20%
536,536,536,3/10/2023,40,18,Desktop,ABC.com,10 minutes,3%,60%
537,537,537,6/20/2023,500,10,Desktop,ABC.com,15 minutes,4%,70%
538,538,538,4/20/2023,900,6,Tablet,ABC.com,15 minutes,7%,30%
539,539,539,10/17/2023,500,6,Desktop,ABC.com,10 minutes,4%,60%
540,540,540,11/3/2023,60,16,Tablet,ABC.com,15 minutes,7%,40%
541,541,541,6/17/2023,40,15,Smartphone,ABC.com,10 minutes,3%,50%
542,542,542,10/18/2023,600,10,Smartphone,ABC.com,11 minutes,3%,40%
543,543,543,4/24/2023,50,15,Desktop,ABC.com,10 minutes,8%,70%
544,544,544,11/6/2023,60,20,Tablet,ABC.com,20 minutes,9%,50%
545,545,545,11/22/2023,60,20,Tablet,ABC.com,29 minutes,8%,90%
546,546,546,11/11/2023,60,3,Laptop,ABC.com,8 minutes,3%,40%
547,547,547,5/18/2023,90,9,Laptop,ABC.com,29 minutes,4%,60%
548,548,548,8/18/2023,80,14,Tablet,ABC.com,11 minutes,2%,50%
549,549,549,8/2/2023,100,12,Tablet,ABC.com,20 minutes,5%,40%
550,550,550,2/10/2023,300,14,Desktop,ABC.com,11 minutes,6%,40%
551,551,551,5/26/2023,40,15,Tablet,ABC.com,20 minutes,9%,30%
552,552,552,6/16/2023,800,18,Smartphone,ABC.com,29 minutes,8%,20%
553,553,553,6/10/2023,800,13,Desktop,ABC.com,12 minutes,5%,20%
554,554,554,8/14/2023,30,12,Desktop,ABC.com,10 minutes,8%,40%
555,555,555,2/12/2023,200,13,Smartphone,ABC.com,11 minutes,4%,60%
556,556,556,7/3/2023,20,18,Smartphone,ABC.com,20 minutes,4%,20%
557,557,557,5/30/2023,90,6,Smartphone,ABC.com,20 minutes,2%,70%
558,558,558,6/20/2023,500,15,Tablet,ABC.com,29 minutes,2%,50%
559,559,559,5/5/2023,90,15,Tablet,ABC.com,10 minutes,8%,90%
560,560,560,2/20/2023,50,9,Smartphone,ABC.com,29 minutes,8%,70%
561,561,561,5/4/2023,50,18,Desktop,ABC.com,8 minutes,2%,70%
562,562,562,1/1/2023,400,12,Laptop,ABC.com,12 minutes,1%,60%
563,563,563,7/13/2023,90,13,Desktop,ABC.com,11 minutes,5%,30%
564,564,564,10/8/2023,600,3,Laptop,ABC.com,12 minutes,8%,50%
565,565,565,1/2/2023,600,9,Tablet,ABC.com,8 minutes,5%,90%
566,566,566,6/1/2023,30,10,Smartphone,ABC.com,11 minutes,9%,30%
567,567,567,6/18/2023,90,18,Desktop,ABC.com,12 minutes,9%,50%
568,568,568,9/24/2023,60,3,Smartphone,ABC.com,10 minutes,7%,70%
569,569,569,3/23/2023,80,6,Smartphone,ABC.com,12 minutes,4%,90%
570,570,570,10/14/2023,90,18,Desktop,ABC.com,15 minutes,9%,60%
571,571,571,8/18/2023,30,18,Tablet,ABC.com,15 minutes,8%,60%
572,572,572,6/18/2023,900,15,Desktop,ABC.com,29 minutes,6%,60%
573,573,573,7/14/2023,900,16,Smartphone,ABC.com,29 minutes,2%,60%
574,574,574,5/6/2023,200,13,Desktop,ABC.com,29 minutes,5%,90%
575,575,575,3/28/2023,80,13,Desktop,ABC.com,11 minutes,5%,30%
576,576,576,11/27/2023,90,16,Tablet,ABC.com,15 minutes,8%,60%
577,577,577,6/26/2023,90,14,Laptop,ABC.com,15 minutes,7%,50%
578,578,578,9/9/2023,20,3,Laptop,ABC.com,12 minutes,4%,90%
579,579,579,6/2/2023,50,12,Laptop,ABC.com,29 minutes,4%,70%
580,580,580,7/2/2023,100,13,Laptop,ABC.com,29 minutes,6%,30%
581,581,581,6/11/2023,900,9,Laptop,ABC.com,11 minutes,5%,70%
582,582,582,12/26/2023,20,16,Laptop,ABC.com,10 minutes,9%,70%
583,583,583,9/13/2023,800,12,Tablet,ABC.com,12 minutes,1%,50%
584,584,584,12/9/2023,500,18,Desktop,ABC.com,11 minutes,5%,50%
585,585,585,6/27/2023,30,18,Smartphone,ABC.com,8 minutes,5%,70%
586,586,586,3/24/2023,1000,11,Smartphone,ABC.com,20 minutes,5%,60%
587,587,587,3/9/2023,70,9,Laptop,ABC.com,8 minutes,2%,60%
588,588,588,3/19/2023,30,6,Tablet,ABC.com,12 minutes,9%,50%
589,589,589,2/7/2023,90,20,Laptop,ABC.com,15 minutes,6%,20%
590,590,590,2/12/2023,70,13,Desktop,ABC.com,20 minutes,9%,50%
591,591,591,10/18/2023,100,13,Desktop,ABC.com,10 minutes,8%,70%
592,592,592,10/8/2023,40,18,Desktop,ABC.com,8 minutes,2%,30%
593,593,593,12/3/2023,40,10,Desktop,ABC.com,15 minutes,6%,40%
594,594,594,4/27/2023,80,15,Laptop,ABC.com,15 minutes,2%,30%
595,595,595,1/12/2023,60,13,Desktop,ABC.com,8 minutes,3%,50%
596,596,596,11/1/2023,900,12,Laptop,ABC.com,15 minutes,5%,30%
597,597,597,11/11/2023,40,12,Laptop,ABC.com,8 minutes,7%,40%
598,598,598,7/7/2023,90,16,Smartphone,ABC.com,11 minutes,5%,90%
599,599,599,4/2/2023,20,10,Tablet,ABC.com,10 minutes,9%,20%
600,600,600,10/24/2023,10,16,Smartphone,ABC.com,12 minutes,2%,50%
601,601,601,5/16/2023,800,16,Laptop,ABC.com,15 minutes,6%,50%
602,602,602,3/31/2023,300,18,Tablet,ABC.com,15 minutes,5%,40%
603,603,603,3/26/2023,200,20,Tablet,ABC.com,10 minutes,9%,40%
604,604,604,11/25/2023,1000,20,Desktop,ABC.com,15 minutes,3%,40%
605,605,605,3/25/2023,500,6,Smartphone,ABC.com,8 minutes,1%,50%
606,606,606,7/16/2023,800,20,Laptop,ABC.com,10 minutes,1%,60%
607,607,607,6/26/2023,800,10,Smartphone,ABC.com,15 minutes,7%,90%
608,608,608,4/15/2023,700,20,Smartphone,ABC.com,11 minutes,1%,30%
609,609,609,11/28/2023,60,14,Desktop,ABC.com,15 minutes,6%,60%
610,610,610,2/3/2023,20,3,Desktop,ABC.com,29 minutes,9%,30%
611,611,611,12/21/2023,400,10,Desktop,ABC.com,12 minutes,7%,60%
612,612,612,9/17/2023,800,12,Desktop,ABC.com,20 minutes,2%,60%
613,613,613,8/17/2023,100,11,Laptop,ABC.com,20 minutes,4%,50%
614,614,614,6/25/2023,20,11,Smartphone,ABC.com,11 minutes,2%,20%
615,615,615,12/21/2023,40,20,Laptop,ABC.com,29 minutes,8%,40%
616,616,616,9/24/2023,600,10,Laptop,ABC.com,15 minutes,4%,30%
617,617,617,6/11/2023,500,15,Smartphone,ABC.com,12 minutes,3%,40%
618,618,618,7/19/2023,90,18,Tablet,ABC.com,12 minutes,9%,50%
619,619,619,1/1/2023,20,11,Smartphone,ABC.com,20 minutes,8%,30%
620,620,620,6/30/2023,600,13,Tablet,ABC.com,10 minutes,5%,70%
621,621,621,11/3/2023,40,16,Smartphone,ABC.com,10 minutes,4%,30%
622,622,622,10/31/2023,30,6,Tablet,ABC.com,29 minutes,8%,90%
623,623,623,11/4/2023,100,18,Smartphone,ABC.com,29 minutes,3%,30%
624,624,624,2/3/2023,30,14,Desktop,ABC.com,8 minutes,1%,50%
625,625,625,8/9/2023,100,11,Desktop,ABC.com,11 minutes,3%,60%
626,626,626,11/13/2023,500,13,Tablet,ABC.com,20 minutes,8%,60%
627,627,627,8/25/2023,800,16,Tablet,ABC.com,8 minutes,3%,70%
628,628,628,9/2/2023,600,14,Laptop,ABC.com,11 minutes,8%,70%
629,629,629,4/5/2023,200,18,Desktop,ABC.com,29 minutes,9%,20%
630,630,630,5/24/2023,10,18,Smartphone,ABC.com,12 minutes,5%,60%
631,631,631,1/27/2023,80,12,Laptop,ABC.com,8 minutes,9%,20%
632,632,632,11/10/2023,90,9,Tablet,ABC.com,10 minutes,9%,50%
633,633,633,3/19/2023,800,13,Smartphone,ABC.com,11 minutes,5%,20%
634,634,634,6/22/2023,900,9,Smartphone,ABC.com,10 minutes,9%,50%
635,635,635,2/20/2023,80,9,Tablet,ABC.com,20 minutes,8%,20%
636,636,636,5/19/2023,900,9,Laptop,ABC.com,11 minutes,3%,60%
637,637,637,8/25/2023,700,18,Laptop,ABC.com,20 minutes,5%,30%
638,638,638,11/18/2023,600,13,Smartphone,ABC.com,11 minutes,6%,60%
639,639,639,9/26/2023,400,10,Desktop,ABC.com,8 minutes,6%,20%
640,640,640,8/19/2023,40,16,Tablet,ABC.com,10 minutes,7%,40%
641,641,641,5/10/2023,30,10,Tablet,ABC.com,10 minutes,3%,90%
642,642,642,8/14/2023,800,10,Laptop,ABC.com,29 minutes,7%,40%
643,643,643,9/3/2023,300,11,Tablet,ABC.com,20 minutes,8%,70%
644,644,644,3/13/2023,20,14,Desktop,ABC.com,20 minutes,4%,90%
645,645,645,5/11/2023,600,13,Smartphone,ABC.com,10 minutes,7%,50%
646,646,646,1/30/2023,20,18,Tablet,ABC.com,8 minutes,7%,40%
647,647,647,11/6/2023,900,6,Laptop,ABC.com,8 minutes,2%,70%
648,648,648,10/9/2023,800,6,Smartphone,ABC.com,11 minutes,4%,70%
649,649,649,7/18/2023,100,10,Laptop,ABC.com,11 minutes,6%,50%
650,650,650,11/29/2023,80,11,Smartphone,ABC.com,15 minutes,1%,60%
651,651,651,3/6/2023,600,11,Smartphone,ABC.com,11 minutes,9%,40%
652,652,652,1/17/2023,400,6,Tablet,ABC.com,15 minutes,3%,30%
653,653,653,4/18/2023,90,9,Laptop,ABC.com,8 minutes,6%,40%
654,654,654,7/16/2023,90,12,Laptop,ABC.com,20 minutes,1%,70%
655,655,655,3/3/2023,80,14,Laptop,ABC.com,15 minutes,4%,70%
656,656,656,12/6/2023,800,9,Tablet,ABC.com,20 minutes,4%,50%
657,657,657,6/14/2023,20,16,Tablet,ABC.com,10 minutes,8%,60%
658,658,658,6/29/2023,40,6,Tablet,ABC.com,12 minutes,8%,50%
659,659,659,3/19/2023,40,3,Tablet,ABC.com,11 minutes,9%,20%
660,660,660,6/19/2023,800,12,Laptop,ABC.com,8 minutes,7%,30%
661,661,661,11/4/2023,900,6,Tablet,ABC.com,15 minutes,1%,30%
662,662,662,3/14/2023,700,9,Laptop,ABC.com,12 minutes,1%,50%
663,663,663,4/12/2023,700,14,Tablet,ABC.com,20 minutes,1%,70%
664,664,664,5/5/2023,200,14,Tablet,ABC.com,12 minutes,2%,50%
665,665,665,11/18/2023,20,12,Smartphone,ABC.com,12 minutes,3%,30%
666,666,666,9/2/2023,600,3,Desktop,ABC.com,11 minutes,7%,20%
667,667,667,4/23/2023,20,9,Tablet,ABC.com,8 minutes,9%,20%
668,668,668,2/18/2023,900,15,Desktop,ABC.com,10 minutes,2%,70%
669,669,669,12/28/2023,300,11,Smartphone,ABC.com,10 minutes,2%,40%
670,670,670,8/20/2023,60,6,Smartphone,ABC.com,10 minutes,3%,70%
671,671,671,3/6/2023,400,16,Desktop,ABC.com,11 minutes,1%,60%
672,672,672,7/6/2023,60,14,Desktop,ABC.com,15 minutes,5%,70%
673,673,673,9/14/2023,400,9,Smartphone,ABC.com,29 minutes,6%,20%
674,674,674,7/18/2023,200,11,Desktop,ABC.com,12 minutes,2%,90%
675,675,675,8/17/2023,300,11,Laptop,ABC.com,11 minutes,5%,60%
676,676,676,9/6/2023,800,20,Tablet,ABC.com,8 minutes,6%,20%
677,677,677,4/14/2023,50,6,Desktop,ABC.com,15 minutes,5%,50%
678,678,678,6/14/2023,30,10,Tablet,ABC.com,12 minutes,7%,70%
679,679,679,10/18/2023,1000,3,Tablet,ABC.com,29 minutes,2%,40%
680,680,680,6/17/2023,80,11,Laptop,ABC.com,10 minutes,2%,90%
681,681,681,11/19/2023,80,20,Desktop,ABC.com,20 minutes,7%,90%
682,682,682,2/20/2023,900,6,Desktop,ABC.com,10 minutes,9%,40%
683,683,683,4/14/2023,500,3,Tablet,ABC.com,20 minutes,4%,50%
684,684,684,8/27/2023,700,14,Laptop,ABC.com,10 minutes,1%,70%
685,685,685,1/24/2023,100,18,Desktop,ABC.com,11 minutes,2%,20%
686,686,686,4/10/2023,400,6,Laptop,ABC.com,10 minutes,8%,90%
687,687,687,12/5/2023,1000,15,Smartphone,ABC.com,10 minutes,8%,40%
688,688,688,11/14/2023,60,3,Laptop,ABC.com,15 minutes,4%,70%
689,689,689,12/20/2023,40,11,Laptop,ABC.com,29 minutes,2%,60%
690,690,690,5/22/2023,30,11,Smartphone,ABC.com,8 minutes,5%,60%
